synthetic_image_path,object_id,class_id,class_name,image_path,content_hash,source_group_id,duplicate_group_id,scale,rotation_degrees,horizontal_flip,brightness,contrast,saturation,blur_radius,noise_standard_deviation,alpha_feather_radius,placed_x1,placed_y1,placed_x2,placed_y2,maximum_iou,maximum_existing_occlusion,placement_retries,placement_seed,source_foreground_mean_luminance,source_mask_largest_component_fraction,source_foreground_bbox_fill
datasets/processed/aquarium/synthetic/v1/images/synthetic-000009-142f8b52f1e8.jpg,obj-c7b9c68f614e0840,2,penguin,datasets/raw/aquarium/export/train/images/IMG_2324_jpeg_jpg.rf.1f5efa1adc71c46d5037bdcd281056b9.jpg,92fcb5370b00644b96b9d7c3e9fa19b15b89690325d11e383e883ce43935fc47,penguin-capture-2282-2354,,0.9079919025,-4.4566564445,false,1.0236833172,1.1430138188,1.0422430662,0.0000000000,0.0000000000,0.5610879904,402,317,570,383,0.0282859760,0.0283812224,0,191520204313246292,124.6621551514,0.9996363196,0.6972950127
datasets/processed/aquarium/synthetic/v1/images/synthetic-000009-142f8b52f1e8.jpg,obj-46dc778f98543c01,4,shark,datasets/raw/aquarium/export/train/images/IMG_2579_jpeg_jpg.rf.f97bf5ef3a5d582dee0db46605c7e112.jpg,e016eeafcac74bd3eb2a55187637738ab9d5ae2f3dbe8c49cf36b4a9430fccee,reviewed-scene-large-blue-shark-ray,,0.9620708283,11.7714132645,false,1.1356199314,1.1362122831,0.8753979835,0.0000000000,0.0000000000,0.5725233423,408,226,635,314,0.0000000000,0.0000000000,1,4661642970772692184,59.3464050293,0.9988409157,0.3343020440
datasets/processed/aquarium/synthetic/v1/images/synthetic-000010-ecbeba6f5eaf.jpg,obj-d4a6b9225db8052c,1,jellyfish,datasets/raw/aquarium/export/train/images/IMG_8594_jpg.rf.c5476deec8c02b1ed2d106d5bb1a883d.jpg,51d7a79e84e9fb49371687b3d5238e25fbbaf256aee7a4459d755b396d5e9c80,singleton-IMG_8594,,0.6553911430,6.7645516695,false,1.0432917061,0.9845529532,0.9589154291,0.0000000000,0.0000000000,1.4820173215,269,693,313,750,0.0355931645,0.0373479823,0,11299766679346574708,157.3321075439,0.9992178334,0.5021602514
datasets/processed/aquarium/synthetic/v1/images/synthetic-000010-ecbeba6f5eaf.jpg,obj-316e3fc41237e2b3,1,jellyfish,datasets/raw/aquarium/export/train/images/IMG_8594_jpg.rf.c5476deec8c02b1ed2d106d5bb1a883d.jpg,51d7a79e84e9fb49371687b3d5238e25fbbaf256aee7a4459d755b396d5e9c80,singleton-IMG_8594,,1.1663365990,-2.7305439548,false,1.0600851701,0.9688630076,1.1110757505,0.0000000000,0.0000000000,0.8958147805,608,644,683,697,0.0000000000,0.0000000000,0,16630894843252237083,174.8149414062,1.0000000000,0.7387883556
datasets/processed/aquarium/synthetic/v1/images/synthetic-000010-ecbeba6f5eaf.jpg,obj-91320c199e0ebf47,0,fish,datasets/raw/aquarium/export/test/images/IMG_2395_jpeg_jpg.rf.9f1503ad3b7a7c7938daed057cc4e9bc.jpg,2a408f7058dbd01682727e74fc664b67803bc2f356da3e9dddf394260f2da3b6,reviewed-scene-tropical-coral,,1.2095863350,-7.5077303651,false,1.1356773613,0.9847638794,0.8986069922,0.0000000000,0.0000000000,1.3931398220,16,515,141,604,0.0599373789,0.0823095823,0,13419903334660170708,155.4361114502,1.0000000000,0.8038548753
datasets/processed/aquarium/synthetic/v1/images/synthetic-000011-33d0b83a9bc2.jpg,obj-2aa1c18c631b5767,0,fish,datasets/raw/aquarium/export/valid/images/IMG_2577_jpeg_jpg.rf.3a5c906372d7e1dae2a5854a0a71f1d8.jpg,9abc04a404f2f6f0e40989a73fc4a1b69f4901a884e59eea41fe4877a1a44384,reviewed-scene-large-blue-shark-ray,,1.1345518172,-10.7543265902,false,1.0569576850,1.0060879228,0.9735492891,0.0000000000,0.0000000000,1.1916025011,153,744,217,803,0.0442600277,0.0502354788,0,16660649015022764554,74.1269378662,1.0000000000,0.5374800638
datasets/processed/aquarium/synthetic/v1/images/synthetic-000011-33d0b83a9bc2.jpg,obj-b62941e373297e14,0,fish,datasets/raw/aquarium/export/train/images/IMG_2414_jpeg_jpg.rf.980c706f21682aa6d010cc7a43f9f12c.jpg,902f412aa3e21bde4934f21b00ffbe76671d693da420718ec3efd78521842911,reviewed-scene-large-blue-shark-ray,,1.0961716874,6.6686175312,false,0.9694265228,0.9275017470,1.0733630203,0.0000000000,0.0000000000,1.9503792898,458,160,524,230,0.0000000000,0.0000000000,0,12520232857524338634,63.4773521423,1.0000000000,0.5975115741
datasets/processed/aquarium/synthetic/v1/images/synthetic-000012-069192fb7f5e.jpg,obj-895b340ba91d4358,2,penguin,datasets/raw/aquarium/export/valid/images/IMG_2325_jpeg_jpg.rf.a8ebf587a5ae7d2f8c58f977583e344c.jpg,c2786e346dfb7f6de7ebc653dd52c6654f141ad5a44514132ac31d9b1e32df7d,penguin-capture-2282-2354,,1.2065802140,-7.1677643169,false,0.9786165193,1.1165507580,0.8901641788,0.0000000000,0.0000000000,0.8505421157,481,320,505,347,0.0000000000,0.0000000000,0,12871132584387579283,139.3106536865,1.0000000000,0.6549707602
datasets/processed/aquarium/synthetic/v1/images/synthetic-000013-872175ef44e3.jpg,obj-fa2f0b0580606789,0,fish,datasets/raw/aquarium/export/train/images/IMG_2497_jpeg_jpg.rf.ab5601591a6d9d4db72d08c480454253.jpg,15a67ce6ad211f687ed8fadd1b8e723102adf0613274fd746f437ba265f9a7ca,reviewed-scene-large-blue-shark-ray,,1.2434337607,9.5902844212,false,0.9706775637,1.1293391512,0.9938467103,0.6574656541,1.6919694926,1.4066437918,110,620,215,673,0.0000000000,0.0000000000,0,2867266514617224652,84.0683212280,1.0000000000,0.3461878128
datasets/processed/aquarium/synthetic/v1/images/synthetic-000013-872175ef44e3.jpg,obj-625a0c1bac33a41b,0,fish,datasets/raw/aquarium/export/train/images/IMG_2439_jpeg_jpg.rf.b716ecc9923088908de67457af446693.jpg,7e8e6549d55d3ca32174dc6a5932388620b6f80c678d15c467d4baa31018cf9b,reviewed-scene-large-blue-shark-ray,,1.0393804699,-6.7998335488,true,1.0914978679,1.0384925546,0.8546153157,0.0000000000,0.0000000000,1.7165585885,26,457,73,507,0.0000000000,0.0000000000,0,2791296565584503699,119.6222305298,1.0000000000,0.6131019037
datasets/processed/aquarium/synthetic/v1/images/synthetic-000014-7e86425ef135.jpg,obj-493fe2f013fc9a7e,2,penguin,datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,7fe76818e7cc208a23947f880b71cf3b2dfa5adea7e005980db02a5e5407fca3,penguin-capture-2282-2354,,0.7350810717,1.5558199799,true,0.8943396280,1.0892754996,1.0307386223,0.0000000000,0.0000000000,1.5391183753,661,869,676,883,0.0000000000,0.0000000000,0,3015082666246833872,100.6134643555,1.0000000000,0.6142857143
datasets/processed/aquarium/synthetic/v1/images/synthetic-000014-7e86425ef135.jpg,obj-676b0752ba017817,0,fish,datasets/raw/aquarium/export/train/images/IMG_2595_jpeg_jpg.rf.1c8b482b1ad0ca6648e61b694ed4ee83.jpg,c01d6dfa7d65371a8f09bad99590a058461dbb4971c6231bf1dfb336cb645fb8,reviewed-scene-large-blue-shark-ray,,0.8919249555,11.9346212785,true,0.8743277408,1.0214647160,1.1110838894,0.0000000000,0.0000000000,1.8295956346,113,918,159,964,0.0000000000,0.0000000000,0,15439219814624851544,117.8255844116,0.9344692005,0.3532407407
datasets/processed/aquarium/synthetic/v1/images/synthetic-000015-32782e4bdd19.jpg,obj-b45b2c272dc303eb,0,fish,datasets/raw/aquarium/export/train/images/IMG_8386_jpg.rf.12f46bb864b93a578eb4a76e778dad9c.jpg,762c444079f8ed90ca5e1eafcffb9684001d4bc3d8c68c12b08314c085aec546,reviewed-scene-freshwater-root-rock,,1.0271767245,0.2067175888,true,0.9179384486,0.9447992460,1.0411408971,0.0000000000,0.0000000000,1.3454938538,123,587,278,749,0.0000000000,0.0000000000,0,10789756459700019402,180.8191833496,1.0000000000,0.5876634699
datasets/processed/aquarium/synthetic/v1/images/synthetic-000016-36b7cb9f9572.jpg,obj-9e330595efcf88d4,1,jellyfish,datasets/raw/aquarium/export/train/images/IMG_8594_jpg.rf.c5476deec8c02b1ed2d106d5bb1a883d.jpg,51d7a79e84e9fb49371687b3d5238e25fbbaf256aee7a4459d755b396d5e9c80,singleton-IMG_8594,,1.0947404318,7.9635466074,false,0.8598272692,0.9348996170,0.9887200443,0.2477922386,1.6984521470,1.4722811002,301,269,390,390,0.0630318993,0.0630318993,0,6394185505014538557,142.7814178467,1.0000000000,0.7734207540
datasets/processed/aquarium/synthetic/v1/images/synthetic-000016-36b7cb9f9572.jpg,obj-9d31347acd9c4eb3,0,fish,datasets/raw/aquarium/export/train/images/IMG_8386_jpg.rf.12f46bb864b93a578eb4a76e778dad9c.jpg,762c444079f8ed90ca5e1eafcffb9684001d4bc3d8c68c12b08314c085aec546,reviewed-scene-freshwater-root-rock,,0.7378543835,8.3889290736,true,0.8675485610,0.9877855455,0.9465986880,0.0000000000,0.0000000000,1.0730130965,75,866,176,990,0.0000000000,0.0000000000,1,1421668844257058226,179.0319671631,1.0000000000,0.6473056125
datasets/processed/aquarium/synthetic/v1/images/synthetic-000017-09ca7834d8c6.jpg,obj-5e46e6a8db908694,1,jellyfish,datasets/raw/aquarium/export/valid/images/IMG_8593_MOV-1_jpg.rf.9aa3076a6322416b5ce1c892d97a102a.jpg,0d9104939be19a1939ee5656999289cbac40e668863b5a25d130425e93145e38,source-0079,,0.7420746243,5.3001910063,false,1.1342307743,0.8806432505,1.0193071829,0.0000000000,2.0805973643,0.8087914182,582,711,628,754,0.0000000000,0.0000000000,0,5275162010937078995,247.3390350342,1.0000000000,0.7572115385
datasets/processed/aquarium/synthetic/v1/images/synthetic-000018-d9c86e9138ba.jpg,obj-69160d8e75e9fe6d,0,fish,datasets/raw/aquarium/export/train/images/IMG_2461_jpeg_jpg.rf.a9a7293e2e45a5e3b9d7cc10d45c37dd.jpg,5761552923f42d76bf2fd255d66313f226fb14d235c7da0311361923d6e3a3dd,reviewed-scene-large-blue-shark-ray,,1.1444406983,-9.3240116811,true,0.8604362584,1.0856121327,1.1365061506,0.2981338315,0.0000000000,0.5880240580,216,102,338,161,0.0000000000,0.0000000000,0,831475910269262010,94.7036895752,1.0000000000,0.6733416771
datasets/processed/aquarium/synthetic/v1/images/synthetic-000019-43c727f4b4b3.jpg,obj-33e8cfbc94aec0a4,0,fish,datasets/raw/aquarium/export/valid/images/IMG_2505_jpeg_jpg.rf.88d9f0c9901acb63314e5562ddfab535.jpg,9a5bfe5642ac18efb25cc786a69d2a7eeb548f4f6daa1b1baf2ba2149458945f,reviewed-scene-large-blue-shark-ray,,0.6861592716,0.8320228518,true,1.0417753190,0.8905725262,1.0631338586,0.0000000000,0.0000000000,1.9182733274,148,717,177,731,0.0000000000,0.0000000000,0,7969665818714712636,65.3125457764,1.0000000000,0.6987012987
datasets/processed/aquarium/synthetic/v1/images/synthetic-000020-1c7dc13ac1a2.jpg,obj-cafdce2cc586be65,4,shark,datasets/raw/aquarium/export/test/images/IMG_2448_jpeg_jpg.rf.28ce79dab47ad525751d5407be09bc3d.jpg,fe3a935417a7c0aa7266b6ff86c8c25da3621f4c75908d14bd67e2f55e8bef8d,reviewed-scene-large-blue-shark-ray,,1.1211511147,7.2540825932,true,0.9614658402,1.1485452838,0.9891382299,0.0000000000,0.0000000000,1.7173590261,32,662,360,839,0.0572120478,0.1126173097,0,5052804717028186957,131.4009246826,1.0000000000,0.3703044132
datasets/processed/aquarium/synthetic/v1/images/synthetic-000020-1c7dc13ac1a2.jpg,obj-9d3fb874e432c3c2,1,jellyfish,datasets/raw/aquarium/export/test/images/IMG_2574_jpeg_jpg.rf.ca0c3ad32384309a61e92d9a8bef87b9.jpg,41c2b96beca24b23499c62f0b0a47cff1dcd7ccd10e0c14dbb98189044473812,reviewed-scene-orange-jellyfish,,1.1891828354,10.4653613129,false,1.0707606987,1.0185044174,1.0637707429,0.0000000000,0.0000000000,1.5962741335,491,152,598,242,0.0000000000,0.0000000000,0,16155602002646075958,59.1218833923,1.0000000000,0.6904761905
datasets/processed/aquarium/synthetic/v1/images/synthetic-000021-c5dc3b5e2601.jpg,obj-442546d5ec628e10,0,fish,datasets/raw/aquarium/export/train/images/IMG_2406_jpeg_jpg.rf.1188b08782ffbc29af95b22721ca6015.jpg,9a982c4edd0dc2b462139741a207df22e6fea9e033fb473db548719381411d29,reviewed-scene-tropical-coral,,0.7091618284,-10.7049847896,true,0.8877861105,0.8536199483,0.8900943231,0.0000000000,0.0000000000,0.8951208945,219,149,424,302,0.0000000000,0.0000000000,0,10289231610922543170,103.5308685303,0.9997447612,0.6334928694
datasets/processed/aquarium/synthetic/v1/images/synthetic-000022-22d3b84ea084.jpg,obj-5385dedf7e0ef0cc,0,fish,datasets/raw/aquarium/export/train/images/IMG_2597_jpeg_jpg.rf.0f07eb126fe35d31acdbec7adb23ed50.jpg,0c6ddc52b8241498c02a43a9b197844ed39030c83f49b8c854de3ba0e90ec215,reviewed-scene-large-blue-shark-ray,,0.9099845529,5.1739207165,true,0.9605587788,0.9753113968,0.9083449041,0.0000000000,0.0000000000,1.3024128202,269,321,354,360,0.0810698448,0.0873655914,0,13328675874123680691,82.9309844971,1.0000000000,0.5330158730
datasets/processed/aquarium/synthetic/v1/images/synthetic-000023-9a960ab8bb17.jpg,obj-deb1330fa871a310,4,shark,datasets/raw/aquarium/export/valid/images/IMG_2555_jpeg_jpg.rf.793e6e95249f917b19ec56232ae76454.jpg,fca3842f0a607e96e4dee491d87b31f689e51e76dfabcb1739c3cb85afdc8212,reviewed-scene-small-planted-ray,,0.6926993457,-3.0084830507,false,0.9096160350,1.0916205602,1.0922457594,0.0000000000,0.0000000000,1.4623668402,400,365,684,500,0.0000000000,0.0000000000,0,13862242886331259268,86.2201385498,1.0000000000,0.6273500916
datasets/processed/aquarium/synthetic/v1/images/synthetic-000023-9a960ab8bb17.jpg,obj-8a59b201acfb204e,1,jellyfish,datasets/raw/aquarium/export/train/images/IMG_2475_jpeg_jpg.rf.46e62539bfeb76e003100176a5818f0b.jpg,cc9f4c03d2fc17a620a82a2c78e1c356612b35068e3547efc8dbb88583e6fe0e,reviewed-scene-orange-jellyfish,,1.1720005290,9.8909665319,true,1.1244896088,1.1244896286,1.0519576299,0.0000000000,0.0000000000,0.6999704753,370,234,526,346,0.0000000000,0.0000000000,0,3611976364923335343,81.8529434204,1.0000000000,0.8049541121
datasets/processed/aquarium/synthetic/v1/images/synthetic-000023-9a960ab8bb17.jpg,obj-cc360831b92b87a6,0,fish,datasets/raw/aquarium/export/valid/images/IMG_2392_jpeg_jpg.rf.cd976c440775ded33b2b0d6046f3d627.jpg,78e224e8132fa800b5d17a364704a0b587168279d1a927756cf720761a8c9adf,reviewed-scene-tropical-coral,,1.1546654719,-6.3953306590,true,1.1397384835,0.8530750629,0.9546654879,0.0000000000,0.0000000000,0.7456643099,12,733,30,754,0.0000000000,0.0000000000,0,3477651852903238763,183.1044921875,1.0000000000,0.7641025641
datasets/processed/aquarium/synthetic/v1/images/synthetic-000024-ccb8ee2f16c2.jpg,obj-1e412dd0ddbb15c0,0,fish,datasets/raw/aquarium/export/train/images/IMG_8344_jpg.rf.e4fd2a221aa52c4bed4676b3df3faf62.jpg,e4793c10c11f5221beebfb35420ec8ab59962ec101777a208eed5450dbed33f3,reviewed-scene-freshwater-root-rock,,0.9633817264,11.7864059085,false,1.0326686275,0.9097820967,1.1249581287,0.0000000000,0.0000000000,1.4926876434,763,316,852,417,0.0000000000,0.0000000000,0,1976297605399363598,154.7317047119,1.0000000000,0.4050974865
datasets/processed/aquarium/synthetic/v1/images/synthetic-000025-3dc7f067ee93.jpg,obj-55fbb1de05d8939d,0,fish,datasets/raw/aquarium/export/train/images/IMG_2560_jpeg_jpg.rf.121b55027c132565ca11f89e21ea6722.jpg,e40b415addda8b10c1ebb14005f47bfb231e5d7ab08f10a709f6509e8e32e3c6,reviewed-scene-large-blue-shark-ray,,0.8916985795,-5.9682132844,true,0.9291902442,0.9921452067,0.9202811048,0.0000000000,0.0000000000,1.0642424234,354,24,424,67,0.0000000000,0.0000000000,0,13747536272702021314,114.1745300293,1.0000000000,0.5599868161
datasets/processed/aquarium/synthetic/v1/images/synthetic-000026-d727a7e1ed92.jpg,obj-fb032f6c3b50ac08,0,fish,datasets/raw/aquarium/export/train/images/IMG_2559_jpeg_jpg.rf.d6b96bbf178cf8d38b1aff35560ed916.jpg,e9120b08ddae3366a0590351c0937cbd9b2683cc3bb480453f420ec72f5fd468,reviewed-scene-large-blue-shark-ray,,0.8622184579,5.9497189932,false,1.1386790672,1.1323696545,0.9532729757,0.0000000000,0.0000000000,1.4882594351,737,350,852,409,0.0747522131,0.1331536388,2,700316387266329851,88.1790695190,1.0000000000,0.5628907227
datasets/processed/aquarium/synthetic/v1/images/synthetic-000026-d727a7e1ed92.jpg,obj-ed89c04420755440,0,fish,datasets/raw/aquarium/export/valid/images/IMG_2279_jpeg_jpg.rf.c93235205522529fc7e9626bf9175cba.jpg,2d328437869b4bde8af7a64a8a767acfc474ed5e1735231df96d44a99b0ebbcd,source-0029,,0.7979667221,0.3686560087,true,1.1159635989,1.1464527264,1.0938787003,0.0000000000,0.0000000000,0.6580748611,277,193,455,306,0.0158209617,0.1271367521,0,8878146628206695324,58.4050827026,0.9998311239,0.3845129870
datasets/processed/aquarium/synthetic/v1/images/synthetic-000027-75875954d631.jpg,obj-e218399d66adcf7e,0,fish,datasets/raw/aquarium/export/train/images/IMG_2394_jpeg_jpg.rf.3994f29b2f24a3104ed3404617128485.jpg,9c4e044bec583e73cb1ec510e6707e6fb5bdf2c02e874cad77a91decea5ea787,reviewed-scene-tropical-coral,,1.1897743855,-5.4928984853,false,1.0796309102,0.8602411519,1.0112724389,0.8195462207,0.0000000000,1.9162560083,285,537,381,662,0.0000000000,0.0000000000,0,8799413627257360675,175.1784820557,1.0000000000,0.6474358974
datasets/processed/aquarium/synthetic/v1/images/synthetic-000027-75875954d631.jpg,obj-e7bdb7662034aaf8,1,jellyfish,datasets/raw/aquarium/export/train/images/IMG_8594_jpg.rf.c5476deec8c02b1ed2d106d5bb1a883d.jpg,51d7a79e84e9fb49371687b3d5238e25fbbaf256aee7a4459d755b396d5e9c80,singleton-IMG_8594,,0.8386266734,-9.2923505088,false,1.1481080478,0.9263732455,0.9366706973,0.0000000000,0.0000000000,1.7974090737,277,465,320,514,0.0000000000,0.0000000000,0,12343482542960000652,101.2515945435,1.0000000000,0.7157767965
