object_id,class_id,class_name,image_path,label_path,content_hash,source_group_id,duplicate_group_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,yolo_x_center,yolo_y_center,yolo_width,yolo_height,image_width,image_height,crop_width,crop_height,crop_area,object_size_category,touches_left_edge,touches_top_edge,touches_right_edge,touches_bottom_edge,extraction_method,crop_output_path,mask_output_path,crop_hash,mask_hash,mask_coverage,foreground_area,extraction_quality_status,extraction_quality_notes,inclusion_status,exclusion_reason
obj-00e3a925c9aecaae,3,puffin,datasets/raw/aquarium/export/valid/images/IMG_8535_MOV-0_jpg.rf.bb8a782b58745c0c8a6b334ab75a6b4c.jpg,datasets/raw/aquarium/export/valid/labels/IMG_8535_MOV-0_jpg.rf.bb8a782b58745c0c8a6b334ab75a6b4c.txt,0794b1c04b5ad4e717f2aa7afe30dc2567805f235fed8f723a5ae3415cb65c8a,source-0063,,373,247,411,285,0.3828125000,0.4618055556,0.0361328125,0.0659722222,1024,576,38,38,1444,medium,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-00e3a925c9aecaae.png,datasets/processed/aquarium/synthetic/v1/masks/obj-00e3a925c9aecaae.png,a3ebcf8cabe6f398b03ad92ec37d30a2edf3c405a03468f3bef956a2dc5725c5,418742c2f0e145b4346bef4baac8071fb41a712b1b4b282918a55f9068357fd8,0.2652354571,383,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-00ee9708dbb16ba8,0,fish,datasets/raw/aquarium/export/train/images/IMG_8581_MOV-4_jpg.rf.1d8182747d4e43163f55b5bdbf36a8af.jpg,datasets/raw/aquarium/export/train/labels/IMG_8581_MOV-4_jpg.rf.1d8182747d4e43163f55b5bdbf36a8af.txt,b85cb69120d1f16e5237062dfdc17daa1936e2c2a3d57b734dd352acb3937a2c,source-0077,,351,200,379,220,0.6336805556,0.2050781250,0.0486111111,0.0195312500,576,1024,28,20,560,small,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-00ee9708dbb16ba8.png,datasets/processed/aquarium/synthetic/v1/masks/obj-00ee9708dbb16ba8.png,b6b036a662cb1ef3a04c2e31b41a0bc3497d825035f13321cd7e7ab4436ebc75,9b48fe77de056fa829c973c1022b7baddacb05e949caaa40cffa6efe23b2ac0a,0.4053571429,227,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-00f75a11f023942d,2,penguin,datasets/raw/aquarium/export/test/images/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.jpg,datasets/raw/aquarium/export/test/labels/IMG_2301_jpeg_jpg.rf.2c19ae5efbd1f8611b5578125f001695.txt,7fe76818e7cc208a23947f880b71cf3b2dfa5adea7e005980db02a5e5407fca3,penguin-capture-2282-2354,,404,439,448,449,0.5546875000,0.4335937500,0.0572916667,0.0097656250,768,1024,44,10,440,small,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-00f75a11f023942d.png,datasets/processed/aquarium/synthetic/v1/masks/obj-00f75a11f023942d.png,4cb24c0ebd5a89359bbf2645dca20cb2e9247ef889cbaa5d63c1c338ff5d5c78,3470c89d6538226d57f903274bdac45dc4041fb4dfb95ca91e28a2dfe1b9aae7,1.0000000000,440,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.000000); softly feathered rectangle used,included,
obj-00fdfcef08472cd5,0,fish,datasets/raw/aquarium/export/train/images/IMG_2568_jpeg_jpg.rf.97af3e8a02e5b4ed4f65d38560934812.jpg,datasets/raw/aquarium/export/train/labels/IMG_2568_jpeg_jpg.rf.97af3e8a02e5b4ed4f65d38560934812.txt,b7dad75171f98010fb9e25200416df902f123cd88fdc29cc0044f09b04cfb81f,reviewed-scene-large-blue-shark-ray,,379,29,485,71,0.5625000000,0.0488281250,0.1367187500,0.0400390625,768,1024,106,42,4452,medium,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-00fdfcef08472cd5.png,datasets/processed/aquarium/synthetic/v1/masks/obj-00fdfcef08472cd5.png,b28b590bd9f70daf1c82b6eda7a96bdabe60b4a815f0c04f4d3a1b6a03707006,9cb13668629a49c6446ba5dcaa2c2bcf473f091119f2ddced78d9c8f2ecd3612,1.0000000000,4452,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.002022); softly feathered rectangle used,included,
obj-011ff9828198ea71,2,penguin,datasets/raw/aquarium/export/valid/images/IMG_2333_jpeg_jpg.rf.0dfdf7c17f438c4a2eacebdfef82bdeb.jpg,datasets/raw/aquarium/export/valid/labels/IMG_2333_jpeg_jpg.rf.0dfdf7c17f438c4a2eacebdfef82bdeb.txt,7f1928c2653bbe24536b65fe25c276f281a16272de5d8fce3530a0fb411221e6,penguin-capture-2282-2354,,238,279,266,355,0.3281250000,0.3095703125,0.0364583333,0.0732421875,768,1024,28,76,2128,medium,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-011ff9828198ea71.png,datasets/processed/aquarium/synthetic/v1/masks/obj-011ff9828198ea71.png,1fdd45208fa589e1a2c751c091dfcb541da53761ea7a7324a9b60e3f31d9a877,024a53abfbdcabe0ab102c265d77d4d4aaa99773296193ce1d829957a597a63c,0.0206766917,44,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-013e62ee8ec9376d,0,fish,datasets/raw/aquarium/export/test/images/IMG_2499_jpeg_jpg.rf.6cbab3719b9063388b5ab3ab826d7bd3.jpg,datasets/raw/aquarium/export/test/labels/IMG_2499_jpeg_jpg.rf.6cbab3719b9063388b5ab3ab826d7bd3.txt,1570adfddea32b4496decc7d6ef79d49069de86553dd2f6112a0cc40cdca77c1,reviewed-scene-large-blue-shark-ray,,100,539,152,563,0.1640625000,0.5380859375,0.0664062500,0.0224609375,768,1024,52,24,1248,medium,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-013e62ee8ec9376d.png,datasets/processed/aquarium/synthetic/v1/masks/obj-013e62ee8ec9376d.png,9b475b68bfa7bf59894fe026ccbc4b67f98f3ccbf5a34be2206ccb61c16ab26e,8e4ea2dee20ca7f3292c9bacd3b73e19a4acf2acc61ed0ae8218228a1fb015d1,1.0000000000,1248,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.000000); softly feathered rectangle used,included,
obj-01593c0f9dab11ca,0,fish,datasets/raw/aquarium/export/valid/images/IMG_8581_MOV-1_jpg.rf.f5e474a5a6600f76112e98f60888d236.jpg,datasets/raw/aquarium/export/valid/labels/IMG_8581_MOV-1_jpg.rf.f5e474a5a6600f76112e98f60888d236.txt,5d0e5748ba28ea4fd20a93502fd17547150f3fba4a497c7ae517977dd89f65e0,source-0077,,493,211,575,265,0.9270833333,0.2324218750,0.1406250000,0.0517578125,576,1024,82,54,4428,medium,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-01593c0f9dab11ca.png,datasets/processed/aquarium/synthetic/v1/masks/obj-01593c0f9dab11ca.png,33b7cfcb70a731fa45e33827cce7470a43d2d5d0921333234703ee15fd4fb540,e18b419b080e2318514deca8b3c16c4618b47ec8f186b84470158295e8ddb0d6,0.4945799458,2190,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-015a872a79ec9a42,0,fish,datasets/raw/aquarium/export/train/images/IMG_2495_jpeg_jpg.rf.b0c357674c9856576d1561581f186c5b.jpg,datasets/raw/aquarium/export/train/labels/IMG_2495_jpeg_jpg.rf.b0c357674c9856576d1561581f186c5b.txt,16c61ebf397a6726e42dae796c984d5bf142e7d0cbc80657e95936ce6bce2746,reviewed-scene-large-blue-shark-ray,,724,356,768,430,0.9713541667,0.3837890625,0.0559895833,0.0722656250,768,1024,44,74,3256,medium,false,false,true,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-015a872a79ec9a42.png,datasets/processed/aquarium/synthetic/v1/masks/obj-015a872a79ec9a42.png,06764892202b5d018a89a3c695a636c16a530d294d7cd40995cd5246ba5d1128,d657f55b0f3af52c75aa324b021206405e76c2b0c5909033bd7003cb6baebfef,0.7988329238,2601,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-016426859549d7ca,0,fish,datasets/raw/aquarium/export/valid/images/IMG_2577_jpeg_jpg.rf.3a5c906372d7e1dae2a5854a0a71f1d8.jpg,datasets/raw/aquarium/export/valid/labels/IMG_2577_jpeg_jpg.rf.3a5c906372d7e1dae2a5854a0a71f1d8.txt,9abc04a404f2f6f0e40989a73fc4a1b69f4901a884e59eea41fe4877a1a44384,reviewed-scene-large-blue-shark-ray,,376,168,430,200,0.5247395833,0.1796875000,0.0690104167,0.0302734375,768,1024,54,32,1728,medium,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-016426859549d7ca.png,datasets/processed/aquarium/synthetic/v1/masks/obj-016426859549d7ca.png,56c82128800059acfd932f29ae7af5148e1924a74b43187c8709df6cbd5f7cfd,688c6c0ae55d03c170476b7eccd328002b2f444a1f010927c7bbb5f8ce9ba6a5,1.0000000000,1728,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.000000); softly feathered rectangle used,included,
obj-017392b709dc5f87,0,fish,datasets/raw/aquarium/export/train/images/IMG_2275_jpeg_jpg.rf.66355520a49ba7fb7082052f7ca6fee0.jpg,datasets/raw/aquarium/export/train/labels/IMG_2275_jpeg_jpg.rf.66355520a49ba7fb7082052f7ca6fee0.txt,d62f1b5b8da0446af46e1e4d5dbb1c46df6e7b13f32705826e9efbc644117596,source-0029,,516,324,768,448,0.8359375000,0.3769531250,0.3268229167,0.1210937500,768,1024,252,124,31248,large,false,false,true,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-017392b709dc5f87.png,datasets/processed/aquarium/synthetic/v1/masks/obj-017392b709dc5f87.png,83488252fd3b467b45daa5b884e5dede86ee1a1563fbc0e43afbd08552ffe29b,9ea92c801c9a020f31ac1ff0d7c3b656f738c66bb1134893885394340885609a,0.5905337942,18453,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-018476c309eb1910,0,fish,datasets/raw/aquarium/export/train/images/IMG_2427_jpeg_jpg.rf.4376ff1caed40be5f9e36ae22136c2a5.jpg,datasets/raw/aquarium/export/train/labels/IMG_2427_jpeg_jpg.rf.4376ff1caed40be5f9e36ae22136c2a5.txt,4acabdc9f870a5d7a89e481a6424fb9e44b6f565246efc5974431f7d58e3d7ce,reviewed-scene-large-blue-shark-ray,,184,600,238,664,0.2747395833,0.6171875000,0.0703125000,0.0625000000,768,1024,54,64,3456,medium,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-018476c309eb1910.png,datasets/processed/aquarium/synthetic/v1/masks/obj-018476c309eb1910.png,39119c26fcd4a127c66dd6a9303c2c7df105d9cf26016085afc04d342fc1d29e,fbc99cb0f044a376837d20daa92362813cbfdc0c30e52fbf0e9edb8404e2b96a,1.0000000000,3456,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.000000); softly feathered rectangle used,included,
obj-0186474e6fd3e07c,2,penguin,datasets/raw/aquarium/export/valid/images/IMG_2325_jpeg_jpg.rf.a8ebf587a5ae7d2f8c58f977583e344c.jpg,datasets/raw/aquarium/export/valid/labels/IMG_2325_jpeg_jpg.rf.a8ebf587a5ae7d2f8c58f977583e344c.txt,c2786e346dfb7f6de7ebc653dd52c6654f141ad5a44514132ac31d9b1e32df7d,penguin-capture-2282-2354,,289,365,363,435,0.4244791667,0.3906250000,0.0950520833,0.0683593750,768,1024,74,70,5180,medium,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-0186474e6fd3e07c.png,datasets/processed/aquarium/synthetic/v1/masks/obj-0186474e6fd3e07c.png,92b57ad9c05d274ac409fcde50b8ca3cdbad30e016cec37b69b4cb3f78b514f0,2b92b7e9ea1430c38d0dad04e8cf3691b788e3b488198b31ea61087c24b84063,0.7264478764,3763,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-018f1ab9ba8176e3,0,fish,datasets/raw/aquarium/export/train/images/IMG_2444_jpeg_jpg.rf.cbd4c00116cf7dd7f0ea905031ea8774.jpg,datasets/raw/aquarium/export/train/labels/IMG_2444_jpeg_jpg.rf.cbd4c00116cf7dd7f0ea905031ea8774.txt,bc91ce1e3fe8aaf7c0fda99548aa7f1afa808b50014cfca76a7860a964087da3,reviewed-scene-large-blue-shark-ray,,381,367,462,409,0.5481770833,0.3789062500,0.1041666667,0.0410156250,768,1024,81,42,3402,medium,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-018f1ab9ba8176e3.png,datasets/processed/aquarium/synthetic/v1/masks/obj-018f1ab9ba8176e3.png,859b8eca2362f8c19305f9a188f2b8df2942eec3a81544a7af3c98ca5c6bcac4,894c6d842cc1bff42f1b9f7c83da7ecad5be2de7ef2d323734964ed889f0cbe4,0.2319223986,789,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-018f96ffd68e74d2,3,puffin,datasets/raw/aquarium/export/valid/images/IMG_8530_jpg.rf.a4abb3dc30e6984d6dd52f96b9f654f9.jpg,datasets/raw/aquarium/export/valid/labels/IMG_8530_jpg.rf.a4abb3dc30e6984d6dd52f96b9f654f9.txt,6adcd276d47d3a4737df34e1b51d270c1b91ccb3195a65d3b41de82dcd7e50d5,reviewed-scene-rocky-penguin,,344,417,372,457,0.3496093750,0.5690104167,0.0273437500,0.0507812500,1024,768,28,40,1120,medium,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-018f96ffd68e74d2.png,datasets/processed/aquarium/synthetic/v1/masks/obj-018f96ffd68e74d2.png,f0ff6d50f043b4a22a0c8fb19af9ecc27b37a3eb759b4620080d8ecadfa1942d,fe25b4f4f92018c41a0c6ed982fd6033759892cd35cdbf8c2e998bac5cbe4485,1.0000000000,1120,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.000000); softly feathered rectangle used,included,
obj-01a0e14113120e93,0,fish,datasets/raw/aquarium/export/train/images/IMG_2494_jpeg_jpg.rf.2d7d4d727fe0cb18fb12fe87f23f4e9c.jpg,datasets/raw/aquarium/export/train/labels/IMG_2494_jpeg_jpg.rf.2d7d4d727fe0cb18fb12fe87f23f4e9c.txt,4c023dddc718e28f06f067250a6f5107d433e4927e402d413954817c7e61a770,reviewed-scene-large-blue-shark-ray,,525,437,575,465,0.7161458333,0.4404296875,0.0651041667,0.0273437500,768,1024,50,28,1400,medium,false,false,false,false,feathered_rectangle_fallback,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-01a0e14113120e93.png,datasets/processed/aquarium/synthetic/v1/masks/obj-01a0e14113120e93.png,0c7f0f6e1623909b72acfe3bc234e9a80d673c1fbddbf438c27e7bbababf5ef3,149307fbdba24fdc57a0cf0b724bd17e2c525362df011a9b145d53fc8dcaf7fd,1.0000000000,1400,usable_estimate,GrabCut unavailable/degenerate (degenerate GrabCut coverage 0.000000); softly feathered rectangle used,included,
obj-01b31d13852cee3d,0,fish,datasets/raw/aquarium/export/train/images/IMG_8517_MOV-2_jpg.rf.448400031963649dfefa9534b568bf93.jpg,datasets/raw/aquarium/export/train/labels/IMG_8517_MOV-2_jpg.rf.448400031963649dfefa9534b568bf93.txt,4f2331dfdef5669b6aaa00a956e69495ef6f1f3d72aa978b687c82924c3074bc,source-0058,,370,409,480,575,0.4150390625,0.8541666667,0.1074218750,0.2864583333,1024,576,110,166,18260,large,false,false,false,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-01b31d13852cee3d.png,datasets/processed/aquarium/synthetic/v1/masks/obj-01b31d13852cee3d.png,682fe37cfb57c92c8415a4db0824017cf6c6a3c650a92a9fcbf5010454242203,44559643a829406ea91cbd00c028f9d8d1cdc945bc89407a344338cdb8e0984f,0.5591456736,10210,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
obj-01bfb1a7235f4184,0,fish,datasets/raw/aquarium/export/train/images/IMG_2598_jpeg_jpg.rf.5650ef75065f27a08cb74975840016a5.jpg,datasets/raw/aquarium/export/train/labels/IMG_2598_jpeg_jpg.rf.5650ef75065f27a08cb74975840016a5.txt,69e9f5460e82606fbdac2e03b3d6aa602565ccb7dff6f0aad1855e8c4e157b1c,reviewed-scene-large-blue-shark-ray,,590,4,768,100,0.8841145833,0.0507812500,0.2304687500,0.0927734375,768,1024,178,96,17088,large,false,false,true,false,grabcut,datasets/processed/aquarium/synthetic/v1/object_bank/crops/obj-01bfb1a7235f4184.png,datasets/processed/aquarium/synthetic/v1/masks/obj-01bfb1a7235f4184.png,3a8b95f4cb0b51b9962a760a4c40851bcb17bbe504c4086938d2f707e49e47a7,a9f15c57767a41f37c7bf573b98fb6fd3a46452e079c06ac32a2b38763df493c,0.5184925094,8860,usable_estimate,"bbox-initialized GrabCut; mask is an estimate, not segmentation ground truth",included,
