synthetic_image_path,synthetic_label_path,output_image_hash,output_label_hash,base_image_path,base_image_hash,base_source_group_id,pasted_object_count,retained_base_object_count,class_ids_present,total_object_count,image_width,image_height,per_image_seed,generator_configuration_hash,object_bank_identity,active_real_split_identity,jpeg_quality,generation_status
datasets/processed/aquarium/synthetic/v1/images/synthetic-000010-ecbeba6f5eaf.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000010-ecbeba6f5eaf.txt,28bf172f12b05870e214e9671d00c9e4ce006483782ef53b4013f7dc7a900214,648c490d3701ad8bc62079c5cf101adf862092a6012cb487a571afac22baef09,datasets/raw/aquarium/export/train/images/IMG_2485_jpeg_jpg.rf.dabd7a2e30e0c47b2bc750eb2395da11.jpg,f0dd5bc2163a253af0bd152680965c037c9270f8c27525a79b39bbf9a320432a,reviewed-scene-orange-jellyfish,3,7,0;1,10,768,1024,15444865668362164240,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,89,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000011-33d0b83a9bc2.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000011-33d0b83a9bc2.txt,17e207895487d12005dd762ae1db14304f5a5286da38e1f2e7da5da894e1bf1d,c946f2f5d8e30869b40607abd6ece01de7f3902dbc1d65943fc432ce475ec2e3,datasets/raw/aquarium/export/train/images/IMG_2472_jpeg_jpg.rf.57b8e38dd12bf9a9b8cb87e5f49b072d.jpg,63b3030cc782601344684ab1c50d36ed48a0388841a1954692225a65e630bbbb,reviewed-scene-orange-jellyfish,2,6,0;1,8,768,1024,11286187675851359508,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,96,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000012-069192fb7f5e.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000012-069192fb7f5e.txt,ec779c5feda50802f21becc5f61f2a99d4cbdb78f5ba6aa80e764a3815ad4357,038859b882c8036539649a650fb11cfc784aa226d6894ed4934a4086c8c3a4b4,datasets/raw/aquarium/export/valid/images/IMG_2416_jpeg_jpg.rf.8dd9a8e466f7bb4de07b35b6efb7f986.jpg,cc3e1a1186bd9166dfb8b467454990ccfaa8a79c93afcf3fc78753e6adfb8f58,reviewed-scene-large-blue-shark-ray,1,4,0;2,5,768,1024,11986152542401770827,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,91,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000013-872175ef44e3.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000013-872175ef44e3.txt,74a9d02a840c51396a74fc90a4c193b956867c0600e7a117907600ff5124ec0f,249dc75c4aa949805c2f13c92a13ffd12825fa805a7ea7998a87c52249314c5e,datasets/raw/aquarium/export/valid/images/IMG_2318_jpeg_jpg.rf.f073a5ac61db9f821cc03d23f4a22ea6.jpg,c12189b01e0090414a156dd3e3ee87041cb8dc3f847e0c41301d14372466d2fc,penguin-capture-2282-2354,2,13,0;2,15,768,1024,11329769724638827820,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000014-7e86425ef135.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000014-7e86425ef135.txt,32294ae16cbdd8d9fc6d4bd891b6ff882b076b5666afe7e45d44d823c5f3ad79,7f07b9f553f560c95f7439d5ac264a35460a7fda15d753ed03224997509e1b94,datasets/raw/aquarium/export/train/images/IMG_2304_jpeg_jpg.rf.87ed7625b3869f06caf5a9ca5720f3f4.jpg,30982f071895f1947d0748be675a8df4f9050452eb779f653f648fc19e575f80,penguin-capture-2282-2354,2,5,0;2,7,768,1024,13891808340404303778,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,91,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000015-32782e4bdd19.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000015-32782e4bdd19.txt,83a0d492f347dd82b2264dfb1170c63ef13eb19721607b62b535f062a443ad5b,3add757ee0cc7be85f321a8324882fe2deff052b352d00a255ad91425c31888a,datasets/raw/aquarium/export/test/images/IMG_2496_jpeg_jpg.rf.3f91e7f18502074c89fa720a11926fab.jpg,5b3781fb9240794b479b3949cf63436b9d4379b7a33e45c4dcbf9e960c37e9e9,reviewed-scene-large-blue-shark-ray,1,10,0;4;6,11,768,1024,11520533279485150950,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000016-36b7cb9f9572.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000016-36b7cb9f9572.txt,ca13731c3962c5b6dc0863af37b64dc2af0c58614e7349c10b0c7861d350b5fe,924133cc82e0204c2b996d8b813907b009202f1dfe478a38e9c7decf81000fe8,datasets/raw/aquarium/export/train/images/IMG_2419_jpeg_jpg.rf.b45ff8e98d7a369bd43eda658dccce9e.jpg,aba2b21c06e5f17971d0bb854f060f37dbd2dff5324e5681c1757510a3633c35,reviewed-scene-large-blue-shark-ray,2,21,0;1;4,23,768,1024,3643986021549056361,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000017-09ca7834d8c6.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000017-09ca7834d8c6.txt,75185986786bcdd2baee23d3b7b9e1f24dff410a29e2aa39ce37b4a97a6b9946,60dbb7afe5d2d8cb529b2aa1d140164d3575e1879fdbb60bc115d65d982258b3,datasets/raw/aquarium/export/valid/images/IMG_2398_jpeg_jpg.rf.000bc0bd92988307264de7019fca4b57.jpg,36bd743570c1cef2688b6435fee691761345e40031e6bab0ac3b85d10ab62369,reviewed-scene-tropical-coral,1,2,0;1,3,768,1024,3066519814584720569,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,89,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000018-d9c86e9138ba.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000018-d9c86e9138ba.txt,1af26f7dd0892f6d8afbf5e38f568091202d8769affc14684eb9df5cff368c35,37756bf1ea3f86c6d9a886d80fa3e1e1f41d9e0a628c3959773d953e90562f39,datasets/raw/aquarium/export/train/images/IMG_2294_jpeg_jpg.rf.be432d5740148075ba72a4194c788a0c.jpg,21cc95e601818ea5101cd5121cd511efe4d9909308466d95edf17783f65ed209,penguin-capture-2282-2354,1,1,0;3,2,768,1024,16551489440754880336,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000019-43c727f4b4b3.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000019-43c727f4b4b3.txt,9eb077b23f3a4921eeccb80cbf3ac00b6d948e787acc7020917548c079090069,008683536c892bcdf70b52b3f61740f0a2d4da9b969b76f7edaa3b9857445292,datasets/raw/aquarium/export/train/images/IMG_2320_jpeg_jpg.rf.4ba216e1f004fd1182ca0dfb53ccce19.jpg,c044634979d7c4fe256b19801b755ba4bbb3fd23bf5f6f2f11444567b8bf9b15,penguin-capture-2282-2354,1,15,0;2,16,768,1024,13144816705512277604,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,95,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000020-1c7dc13ac1a2.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000020-1c7dc13ac1a2.txt,30f28d7a23cebc40ba7f4eab3c944361eed3518f66e3f00f7df56ef468a55bdd,dff7dfe02a8ee940728e71b654b4f8aa2dd43a0a783304cc60a2e99b6cf6709d,datasets/raw/aquarium/export/valid/images/IMG_2392_jpeg_jpg.rf.cd976c440775ded33b2b0d6046f3d627.jpg,78e224e8132fa800b5d17a364704a0b587168279d1a927756cf720761a8c9adf,reviewed-scene-tropical-coral,2,5,0;1;4,7,768,1024,1988277732012000758,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000021-c5dc3b5e2601.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000021-c5dc3b5e2601.txt,41e0ffbc2c96da651df0a88bd3e38b5451cdaeccc2581f3af598a32dc28ca324,176dde589544867af24b5f352c0dc8923f2b4e09b91bf379a93e2974df88a9db,datasets/raw/aquarium/export/test/images/IMG_2588_jpeg_jpg.rf.cb9cea8f05891cfd55a3e93f2908201f.jpg,5fe2a13d139d09f1173c4de2bbb4d3e4a7dca56283416736056ffe2e8e6906fe,reviewed-scene-large-blue-shark-ray,1,3,0;6,4,768,1024,10017011689536984016,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,95,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000022-22d3b84ea084.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000022-22d3b84ea084.txt,7dd31901e8eadc15151ffffa370fc2d3493ecd7ce884a43170b23d1d3ed56373,1af340fb099d0cf60155d2969410ac68605073d862aff4c706ad4f71f345bc97,datasets/raw/aquarium/export/train/images/IMG_2285_jpeg_jpg.rf.4a93d99b9f0b6cccfb27bf2f4a13b99e.jpg,dbc2741749739bb48dea3e04cb81b345c60f47e63dd1460bece14c5140ee0257,penguin-capture-2282-2354,1,3,0;3,4,768,1024,11256663488628188894,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000023-9a960ab8bb17.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000023-9a960ab8bb17.txt,3c85f97ea0e9341587a1fa428474fb63e17221bbe77b756ff71bc21e9485e6fe,64c898bee36331cdd0cf00bbce4beccffdf2d7aef0098fc705e7258d849cc8d1,datasets/raw/aquarium/export/train/images/IMG_2594_jpeg_jpg.rf.40698b5028ec7d9443d65a38b58bec42.jpg,5ea36127a86c1afdff24d09e3e97555588134629eb65e2324d3f8cfdfc5e1f1f,reviewed-scene-large-blue-shark-ray,3,4,0;1;4;6,7,768,1024,13729733754784756857,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000024-ccb8ee2f16c2.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000024-ccb8ee2f16c2.txt,205f2ccc5f51c3806865b0a30e72fe522e928c6b5980bbcc422457a8ab08a43b,ddad6f2428b98565f167120a2d44c85d31024c5a5f4b53b4b4b361c518b414c8,datasets/raw/aquarium/export/train/images/IMG_8512_MOV-0_jpg.rf.44c1fce444824e3210a1d6bb59580432.jpg,ec8c06e51fb238bd4dc477de9c1e851ebfd587b7db88e6f22dbe98a600a0a5e0,source-0057,1,5,0,6,1024,576,11929348065875256636,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,92,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000025-3dc7f067ee93.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000025-3dc7f067ee93.txt,9c6ddff8d63012635348037bb780d5f6a2a0df665bbfd86536f475113ed20b9e,914a92f7ab1bb7e6a2c302ce8b5dec2b7a0b4e537880a894cf95189d72015302,datasets/raw/aquarium/export/train/images/IMG_8496_MOV-3_jpg.rf.ace3fc49d60c36ebd061bf9136264aea.jpg,81d020b63e9fa91f55cbbdcdd6940fe5ce299ebb39e3c588e02fd9283efa49a2,source-0053,1,3,0;4,4,576,1024,13471275413717535109,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,95,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000026-d727a7e1ed92.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000026-d727a7e1ed92.txt,d0deb059cbc5764447d6751afb03502938350157a4e392c5a139e3e44800bf48,67fb66befe865da03422ada680f770c5e5e853ffed03075811ba5d6ae822c6a7,datasets/raw/aquarium/export/valid/images/IMG_8465_jpg.rf.4e9f92133e269119a82e502339b7981e.jpg,5dd449b21099cc308c1a612ea48a1f6fcaac3a5cc8c4ecef901ea4cc943849ab,source-0048,2,18,0,20,1024,768,6893420364266336981,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,90,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000027-75875954d631.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000027-75875954d631.txt,b459305afec3ae70aa2e0fb362a1812a9e61038b287badd5434a7e79820ab5f4,656969754c409a8a2c315cdebb1e396fdad40a2b742ae939cdbf77348d4c3167,datasets/raw/aquarium/export/train/images/IMG_2489_jpeg_jpg.rf.ffb357957a29cdef43f3fdfb2a13c417.jpg,b267f7d26a5456f64f9ab52178c888dfccc9932bdfce1b57527f2a0f89e3012e,reviewed-scene-orange-jellyfish,3,6,0;1;2,9,768,1024,3316965786787344807,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,89,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000028-344f63bbec33.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000028-344f63bbec33.txt,436ea40ff605fd986a02c36192283609a90297cab7d31723c479ff6409979d12,8db5b48b0c1a66b32e7ab672b07ec542a6a42e82d3ede67f64c353234e03f255,datasets/raw/aquarium/export/valid/images/IMG_8535_MOV-0_jpg.rf.bb8a782b58745c0c8a6b334ab75a6b4c.jpg,0794b1c04b5ad4e717f2aa7afe30dc2567805f235fed8f723a5ae3415cb65c8a,source-0063,3,9,0;2;3,12,1024,576,9859199430264679766,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
datasets/processed/aquarium/synthetic/v1/images/synthetic-000029-18bcd10a45e9.jpg,datasets/processed/aquarium/synthetic/v1/labels/synthetic-000029-18bcd10a45e9.txt,90a95bd8b6a432c7e6e378ad3734c25bd281f3cddff92f3493104f69eabfdf71,5fc5cee108bb5161bc3812bd763ea585b3036164455088fde249f7091e845a55,datasets/raw/aquarium/export/train/images/IMG_2562_jpeg_jpg.rf.e0aae69f0d7b040fce1d8099e31427b1.jpg,fd2cf8f9fb4c312e822cc1a80cb45472829e4f9e814e5ccc535e54b457a6acaf,reviewed-scene-large-blue-shark-ray,2,10,0;1;4;6,12,768,1024,418918841713939044,7b957f23b46c760e4df446a362a7e1e8f194a54827696880c39c4b905b180eef,22d5de79528f5de87b19bae606a93c62af357fc90ad51bfb81e4d197919c54d3,02dc0a88decf20367e1a2df6f55d90aab9585d4ac93c1f184f4bd41b472796a7,94,accepted
