regime,image_reference,image_content_sha256,event_id,error_type,pred_class_id,pred_class_name,gt_class_id,gt_class_name,confidence,iou,object_size,pred_bbox,gt_bbox,selection_reason,gallery_filename
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8430_jpg.rf.710d601448bbe45e4e357906d7c73427.jpg,adbb96f3f26c458bf4d11f6f9797a80889813a0d010fb8a54ab090831d3811e8,synthetic_only:adbb96f3f26c458bf4d11f6f9797a80889813a0d010fb8a54ab090831d3811e8:0:pred,class_confusion,0,fish,6,stingray,0.9045,0.7888051917836575,large,"[424.676,237.721,163.663,240.104]","[446.5,244.5,139.0,223.0]",highest_confidence_class_confusion,0010_synthetic_only_class_confusion_adbb96f3f26c.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8397_jpg.rf.80dfe9d2e5569e3e4355921014da1580.jpg,e78ec71eae7c6942d623d600dff9a5a867b5a406416d70cccb10fa531f31a5cb,synthetic_only:e78ec71eae7c6942d623d600dff9a5a867b5a406416d70cccb10fa531f31a5cb:0:pred,class_confusion,0,fish,4,shark,0.87941,0.722938599879049,large,"[447.286,216.765,150.142,234.238]","[456.5,222.5,113.0,225.0]",highest_confidence_class_confusion,0011_synthetic_only_class_confusion_e78ec71eae7c.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8398_jpg.rf.1f9989b02bab390abcc1c6651ae35690.jpg,f093d63ade772e250120131885c8d800b09855fdbdb2131d7269fb014d4f494d,synthetic_only:f093d63ade772e250120131885c8d800b09855fdbdb2131d7269fb014d4f494d:0:pred,class_confusion,0,fish,4,shark,0.87016,0.8927115737335033,large,"[355.55,135.036,153.482,196.533]","[359.0,144.49999999999997,144.0,187.0]",highest_confidence_class_confusion,0012_synthetic_only_class_confusion_f093d63ade77.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8399_jpg.rf.98177022467f0f178f35070eba1faf92.jpg,cdf4c9197d57b0fcb8a271a5942c2ec4cd625206f80a6329e830c59522c5aac5,synthetic_only:cdf4c9197d57b0fcb8a271a5942c2ec4cd625206f80a6329e830c59522c5aac5:0:pred,class_confusion,0,fish,4,shark,0.84933,0.945232285816345,large,"[300.687,39.117,134.066,195.431]","[304.0,42.500000000000014,132.0,193.0]",highest_confidence_class_confusion,0013_synthetic_only_class_confusion_cdf4c9197d57.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8590_MOV-3_jpg.rf.5acced567b7a3d53c4cf07768f40e770.jpg,ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd,synthetic_only:ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd:3:pred,class_confusion,1,jellyfish,6,stingray,0.83656,0.9402099860247175,large,"[164.801,765.174,117.738,134.807]","[163.5,768.0,119.0,136.0]",highest_confidence_class_confusion,0014_synthetic_only_class_confusion_ee2d3a3315fb.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8590_MOV-3_jpg.rf.5acced567b7a3d53c4cf07768f40e770.jpg,ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd,synthetic_only:ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd:4:pred,class_confusion,1,jellyfish,6,stingray,0.82992,0.8193744515150351,large,"[490.32,96.647,85.68,156.205]","[483.5,80.5,91.0,171.0]",highest_confidence_class_confusion,0015_synthetic_only_class_confusion_ee2d3a3315fb.jpg
synthetic_only,datasets/raw/aquarium/export/test/images/IMG_8490_jpg.rf.1836542cf054c6d303a2dd05d4194d7f.jpg,c83304e35e8cd48263ebce08c40c157ebcdcf810d8fbf715ac08ac8d307d4564,synthetic_only:c83304e35e8cd48263ebce08c40c157ebcdcf810d8fbf715ac08ac8d307d4564:71:tp,true_positive,1,jellyfish,1,jellyfish,0.09046,0.5005421087483193,large,"[869.937,177.896,91.431,82.112]","[823.0,169.0,136.0,106.0]",lowest_iou_matched_detection,0016_synthetic_only_true_positive_c83304e35e8c.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8412_jpg.rf.a7669aef0d6247193978c21e8581e57f.jpg,6e88811d03b3b25940c1a2c0421b40715e97a698b7378009ae797cd8ce607878,synthetic_only:6e88811d03b3b25940c1a2c0421b40715e97a698b7378009ae797cd8ce607878:55:tp,true_positive,4,shark,4,shark,0.00351,0.5035200367596573,large,"[36.607,160.792,302.874,289.358]","[83.5,202.00000000000003,197.0,224.0]",lowest_iou_matched_detection,0017_synthetic_only_true_positive_6e88811d03b3.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8392_jpg.rf.8f621f7d59dcc22204c1977e12890901.jpg,acc0a22b991d07e9b5a40ac9c37ac4c8f975e284421628d8b12a771c41789756,synthetic_only:acc0a22b991d07e9b5a40ac9c37ac4c8f975e284421628d8b12a771c41789756:3:tp,true_positive,0,fish,0,fish,0.5325,0.504302139592089,medium,"[214.604,94.402,79.779,27.564]","[216.0,97.5,50.0,29.0]",lowest_iou_matched_detection,0018_synthetic_only_true_positive_acc0a22b991d.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_8489_jpg.rf.e79ed773754ce88ed4a9a9042d98dca9.jpg,d2006200dbde907c65c88ea0dc8cdcdacdadb22f6d21bd707f8710b594b066fc,synthetic_only:d2006200dbde907c65c88ea0dc8cdcdacdadb22f6d21bd707f8710b594b066fc:43:tp,true_positive,1,jellyfish,1,jellyfish,0.50686,0.5043532924826952,large,"[353.551,138.201,70.099,89.424]","[316.0,117.0,110.0,108.0]",lowest_iou_matched_detection,0019_synthetic_only_true_positive_d2006200dbde.jpg
synthetic_only,datasets/raw/aquarium/export/test/images/IMG_8395_jpg.rf.3bebece033961c9f665571644a14261f.jpg,07d0f12f5228f59330f0054a884d801cd79f01d1033f3fc8d31d0379fdae8f43,synthetic_only:07d0f12f5228f59330f0054a884d801cd79f01d1033f3fc8d31d0379fdae8f43:8:tp,true_positive,0,fish,0,fish,0.3072,0.5061624326976061,medium,"[139.845,648.899,62.1,73.268]","[132.0,663.0,52.0,62.0]",lowest_iou_matched_detection,0020_synthetic_only_true_positive_07d0f12f5228.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8403_jpg.rf.eacd563b31d0cdecfb5f3b7e5c11c453.jpg,dc835293ca7abb4c6c468650ed533b70b1e58bf58a2d7f6fc59f3b143eef5a53,synthetic_only:dc835293ca7abb4c6c468650ed533b70b1e58bf58a2d7f6fc59f3b143eef5a53:44:tp,true_positive,4,shark,4,shark,0.01515,0.5075457706621537,large,"[324.359,307.487,94.202,248.685]","[333.5,201.0,71.0,328.0]",lowest_iou_matched_detection,0021_synthetic_only_true_positive_dc835293ca7a.jpg
synthetic_only,datasets/raw/aquarium/export/test/images/IMG_8590_MOV-2_jpg.rf.2136fdb5dcbcd58a1dc456bb3e5bf476.jpg,4fbcab19764ca6c0d5bd465124a21dfd86fd79c5a9413eb182fb9b55830f1a33,synthetic_only:4fbcab19764ca6c0d5bd465124a21dfd86fd79c5a9413eb182fb9b55830f1a33:21:tp,true_positive,1,jellyfish,1,jellyfish,0.00809,0.5080016558850304,large,"[48.648,450.079,142.235,172.264]","[51.000000000000014,416.0,216.0,194.0]",lowest_iou_matched_detection,0022_synthetic_only_true_positive_4fbcab19764c.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_8489_jpg.rf.e79ed773754ce88ed4a9a9042d98dca9.jpg,d2006200dbde907c65c88ea0dc8cdcdacdadb22f6d21bd707f8710b594b066fc,synthetic_only:d2006200dbde907c65c88ea0dc8cdcdacdadb22f6d21bd707f8710b594b066fc:94:tp,true_positive,1,jellyfish,1,jellyfish,0.07545,0.5100598115384616,large,"[918.82,203.718,95.596,77.686]","[911.0,157.99999999999997,112.0,130.0]",lowest_iou_matched_detection,0023_synthetic_only_true_positive_d2006200dbde.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_2522_jpeg_jpg.rf.fe97228c0f9f15d425a80236b522307b.jpg,062bdff3031e0d03b57d48347873b9bf1d831ae43060ff57eb239d8d9c8fc4f9,synthetic_only:062bdff3031e0d03b57d48347873b9bf1d831ae43060ff57eb239d8d9c8fc4f9:10:fn,false_negative,3,puffin,3,puffin,0.00253,0.07940298237364499,small,"[409.015,364.145,117.932,74.326]","[445.5,383.0,29.0,24.0]",small_object_miss_fixed_hash_order,0024_synthetic_only_false_negative_062bdff3031e.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_8391_jpg.rf.c86804c2c59d47313c910ac80927da01.jpg,06b8b65394ec3b9942ceb55e5aa40e34e6aeec166584c927a9857b7cd367bfa5,synthetic_only:06b8b65394ec3b9942ceb55e5aa40e34e6aeec166584c927a9857b7cd367bfa5:8:fn,false_negative,0,fish,0,fish,0.07238,0.4070218635774322,small,"[611.765,52.334,32.596,36.968]","[610.0,55.0,20.0,28.0]",small_object_miss_fixed_hash_order,0025_synthetic_only_false_negative_06b8b65394ec.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_8391_jpg.rf.c86804c2c59d47313c910ac80927da01.jpg,06b8b65394ec3b9942ceb55e5aa40e34e6aeec166584c927a9857b7cd367bfa5,synthetic_only:06b8b65394ec3b9942ceb55e5aa40e34e6aeec166584c927a9857b7cd367bfa5:12:fn,false_negative,0,fish,0,fish,0.03129,0.294894475382872,small,"[401.443,342.498,68.513,32.576]","[417.0,351.0,28.0,26.0]",small_object_miss_fixed_hash_order,0026_synthetic_only_false_negative_06b8b65394ec.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8421_jpg.rf.44b6c0392b3fe1aa9416567b3c3a5b70.jpg,09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1,synthetic_only:09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1:0:fn,false_negative,0,fish,0,fish,0.00439,0.1103970195916088,small,"[818.223,553.183,72.867,86.071]","[843.0,550.0,18.0,42.0]",small_object_miss_fixed_hash_order,0027_synthetic_only_false_negative_09c867534990.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8421_jpg.rf.44b6c0392b3fe1aa9416567b3c3a5b70.jpg,09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1,synthetic_only:09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1:1:fn,false_negative,0,fish,0,fish,0.06029,0.3591274682127599,small,"[527.737,304.885,31.194,48.203]","[539.5,305.0,15.0,36.0]",small_object_miss_fixed_hash_order,0028_synthetic_only_false_negative_09c867534990.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8421_jpg.rf.44b6c0392b3fe1aa9416567b3c3a5b70.jpg,09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1,synthetic_only:09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1:3:fn,false_negative,0,fish,0,fish,0.00419,0.1375374018458422,small,"[844.857,642.538,39.684,70.355]","[848.0,657.0,12.0,32.0]",small_object_miss_fixed_hash_order,0029_synthetic_only_false_negative_09c867534990.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8421_jpg.rf.44b6c0392b3fe1aa9416567b3c3a5b70.jpg,09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1,synthetic_only:09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1:6:fn,false_negative,0,fish,0,fish,0.00726,0.40256869766514775,small,"[596.944,208.386,48.109,41.307]","[609.5,212.0,25.0,32.0]",small_object_miss_fixed_hash_order,0030_synthetic_only_false_negative_09c867534990.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8421_jpg.rf.44b6c0392b3fe1aa9416567b3c3a5b70.jpg,09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1,synthetic_only:09c8675349909dbead54138b52311bbf4fc4af7ef93fb35604177bfb3750d8a1:7:fn,false_negative,0,fish,0,fish,0.75547,0.0,small,"[771.091,688.836,105.414,79.164]","[617.0,639.5,16.0,29.0]",small_object_miss_fixed_hash_order,0031_synthetic_only_false_negative_09c867534990.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_3123_jpeg_jpg.rf.e76afbe597d98c497fcf2ac25c3d0fc7.jpg,12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13,synthetic_only:12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13:0:fn,false_negative,5,starfish,5,starfish,0.0014,0.077093733978926,large,"[329.811,628.698,266.916,148.232]","[42.49999999999997,179.5,705.0,567.0]",largest_missed_object,0032_synthetic_only_false_negative_12640546082d.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_3123_jpeg_jpg.rf.e76afbe597d98c497fcf2ac25c3d0fc7.jpg,12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13,synthetic_only:12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13:2:fn,false_negative,5,starfish,5,starfish,0.0014,0.0,large,"[329.811,628.698,266.916,148.232]","[65.0,353.5,368.0,223.0]",largest_missed_object,0033_synthetic_only_false_negative_12640546082d.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8408_jpg.rf.f0cdde37a7dbd43b55281d7d1475840e.jpg,1182c189e52d41c6a7ce2cbf6c8a7329823f9b60a149f47f74278ddc8d95ef94,synthetic_only:1182c189e52d41c6a7ce2cbf6c8a7329823f9b60a149f47f74278ddc8d95ef94:0:fn,false_negative,6,stingray,6,stingray,0.00858,0.0,large,"[0.0,0.0,148.92,5.794]","[213.0,126.99999999999999,148.0,456.0]",largest_missed_object,0034_synthetic_only_false_negative_1182c189e52d.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_2528_jpeg_jpg.rf.2bd17b3a6751de79eab0f91356230d98.jpg,e81dcf920afe71fb6a7ccc98bf9fa0de86c87ae35627e6f1606bc1c834c9d34a,synthetic_only:e81dcf920afe71fb6a7ccc98bf9fa0de86c87ae35627e6f1606bc1c834c9d34a:0:fn,false_negative,2,penguin,2,penguin,0.93788,0.4965868190178704,large,"[179.646,406.986,511.215,260.956]","[344.49999999999994,406.5,341.0,195.0]",largest_missed_object,0035_synthetic_only_false_negative_e81dcf920afe.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_8407_jpg.rf.c1c56f0c5b11da7c9f5075cb7f08d80c.jpg,424d35e98e93c52424c05f4703ebc3a0354621d6d9fcf1c21ca582aa4cb1f0ee,synthetic_only:424d35e98e93c52424c05f4703ebc3a0354621d6d9fcf1c21ca582aa4cb1f0ee:0:fn,false_negative,6,stingray,6,stingray,0.00108,0.10546001341194056,large,"[13.146,0.0,767.239,383.866]","[146.5,154.0,147.0,406.0]",largest_missed_object,0036_synthetic_only_false_negative_424d35e98e93.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_3126_jpeg_jpg.rf.f9991ffcba599a478eb6cf04c69cdd73.jpg,7e11d38f4e7e6b372ecd38d2c0002b6e7be88b7b0ffd2a7883b9d07991b2b33a,synthetic_only:7e11d38f4e7e6b372ecd38d2c0002b6e7be88b7b0ffd2a7883b9d07991b2b33a:0:fn,false_negative,5,starfish,5,starfish,0.00158,0.40845071490028323,large,"[192.847,545.313,449.344,150.027]","[231.49999999999997,488.0,289.0,176.0]",largest_missed_object,0037_synthetic_only_false_negative_7e11d38f4e7e.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8590_MOV-3_jpg.rf.5acced567b7a3d53c4cf07768f40e770.jpg,ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd,synthetic_only:ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd:0:fn,false_negative,6,stingray,6,stingray,0.00265,0.42017006126913037,large,"[342.621,0.0,212.088,125.332]","[323.5,5.5,195.0,229.0]",largest_missed_object,0038_synthetic_only_false_negative_ee2d3a3315fb.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_3123_jpeg_jpg.rf.e76afbe597d98c497fcf2ac25c3d0fc7.jpg,12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13,synthetic_only:12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13:1:fn,false_negative,5,starfish,5,starfish,0.0014,0.04267253402370241,large,"[329.811,628.698,266.916,148.232]","[497.49999999999994,437.0,173.0,224.0]",largest_missed_object,0039_synthetic_only_false_negative_12640546082d.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8402_jpg.rf.3a5e6ef286c3710d8440da541aa82f18.jpg,cf4637c25804dd849801ba959e7535b10bc5d174ce21b0908b582e0997179bf6,synthetic_only:cf4637c25804dd849801ba959e7535b10bc5d174ce21b0908b582e0997179bf6:5:tp,true_positive,0,fish,0,fish,0.29235,0.9503319984378547,medium,"[733.349,639.673,51.608,123.701]","[732.5,637.0,53.0,126.0]",representative_success_by_class,0040_synthetic_only_true_positive_cf4637c25804.jpg
synthetic_only,datasets/raw/aquarium/export/test/images/IMG_8490_jpg.rf.1836542cf054c6d303a2dd05d4194d7f.jpg,c83304e35e8cd48263ebce08c40c157ebcdcf810d8fbf715ac08ac8d307d4564,synthetic_only:c83304e35e8cd48263ebce08c40c157ebcdcf810d8fbf715ac08ac8d307d4564:13:tp,true_positive,1,jellyfish,1,jellyfish,0.90448,0.9449023738088097,medium,"[750.826,127.481,80.306,56.931]","[751.0,129.0,80.0,54.0]",representative_success_by_class,0041_synthetic_only_true_positive_c83304e35e8c.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_2530_jpeg_jpg.rf.a6c13c1f49a45439e1e4328c13660525.jpg,0b5df0302f53e6c644715912785ca086c24e6dd4bef15a2f756a3bf72a2cb32c,synthetic_only:0b5df0302f53e6c644715912785ca086c24e6dd4bef15a2f756a3bf72a2cb32c:2:tp,true_positive,2,penguin,2,penguin,0.8409,0.8824229544987424,medium,"[602.226,445.477,46.266,87.123]","[600.5,441.0,49.0,90.0]",representative_success_by_class,0042_synthetic_only_true_positive_0b5df0302f53.jpg
synthetic_only,datasets/raw/aquarium/export/valid/images/IMG_2519_jpeg_jpg.rf.1eafac87483bd91a226e3da2c6c9d914.jpg,285ab6b4c09f12437c4b862d27db00f2a70bb78287d8029757b8257700ea0d60,synthetic_only:285ab6b4c09f12437c4b862d27db00f2a70bb78287d8029757b8257700ea0d60:0:tp,true_positive,3,puffin,3,puffin,0.9488,0.8623560257582132,large,"[572.369,377.584,111.878,112.616]","[575.5,381.5,107.0,117.0]",representative_success_by_class,0043_synthetic_only_true_positive_285ab6b4c09f.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8399_jpg.rf.98177022467f0f178f35070eba1faf92.jpg,cdf4c9197d57b0fcb8a271a5942c2ec4cd625206f80a6329e830c59522c5aac5,synthetic_only:cdf4c9197d57b0fcb8a271a5942c2ec4cd625206f80a6329e830c59522c5aac5:47:tp,true_positive,4,shark,4,shark,0.01074,0.9405996402178609,large,"[302.154,38.588,131.64,194.819]","[304.0,42.500000000000014,132.0,193.0]",representative_success_by_class,0044_synthetic_only_true_positive_cdf4c9197d57.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_3125_jpeg_jpg.rf.6c100391f99fd177741c11b928b7a61c.jpg,362dbf7bb7d250c437723391b741a15ce5f5713c315e8167e9cbaf1608b4f43d,synthetic_only:362dbf7bb7d250c437723391b741a15ce5f5713c315e8167e9cbaf1608b4f43d:0:tp,true_positive,5,starfish,5,starfish,0.67108,0.8652692004409946,large,"[204.989,373.304,426.247,261.688]","[163.5,379.5,465.0,249.0]",representative_success_by_class,0045_synthetic_only_true_positive_362dbf7bb7d2.jpg
synthetic_only,datasets/raw/aquarium/export/train/images/IMG_8590_MOV-3_jpg.rf.5acced567b7a3d53c4cf07768f40e770.jpg,ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd,synthetic_only:ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd:103:tp,true_positive,6,stingray,6,stingray,0.00167,0.9272108206380286,large,"[443.736,324.48,131.13,125.809]","[443.0,319.0,132.0,128.0]",representative_success_by_class,0046_synthetic_only_true_positive_ee2d3a3315fb.jpg
real_25,datasets/raw/aquarium/export/train/images/IMG_3123_jpeg_jpg.rf.e76afbe597d98c497fcf2ac25c3d0fc7.jpg,12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13,real_25:12640546082db55e9329299fe0329dcb4086d96dd25f803075a66b65ff73fa13:0:pred,false_positive,0,fish,5,starfish,0.83276,0.016565349986866294,medium,"[363.185,603.591,86.919,76.183]","[42.49999999999997,179.5,705.0,567.0]",highest_confidence_false_positive,0047_real_25_false_positive_12640546082d.jpg
real_25,datasets/raw/aquarium/export/train/images/IMG_8590_MOV-3_jpg.rf.5acced567b7a3d53c4cf07768f40e770.jpg,ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd,real_25:ee2d3a3315fbfc7d0d3d1bb8c5384dd47c7d4bc20d0d27c7e67403e21af3a8fd:5:pred,false_positive,1,jellyfish,6,stingray,0.8321,0.4785645554115466,large,"[340.337,102.114,167.589,142.562]","[323.5,5.5,195.0,229.0]",highest_confidence_false_positive,0048_real_25_false_positive_ee2d3a3315fb.jpg
