image_path,label_path,content_hash,perceptual_hash,source_group_id,image_width,image_height,classes_present,object_count,split,inclusion_status
datasets/raw/aquarium/export/train/images/IMG_2283_jpeg_jpg.rf.4f28032102ddc4534410f9bf474ef1d0.jpg,datasets/raw/aquarium/export/train/labels/IMG_2283_jpeg_jpg.rf.4f28032102ddc4534410f9bf474ef1d0.txt,40aec3a9b9e0d9aff4991be67157282a6f86adc51b6dd31d9c95017fb25b49ca,614303367458dcb2,reviewed-scene-penguin-rock-pool,768,1024,puffin,7,train,included
datasets/raw/aquarium/export/train/images/IMG_2284_jpeg_jpg.rf.99de11cb5727748bd3eae3afe7b415e6.jpg,datasets/raw/aquarium/export/train/labels/IMG_2284_jpeg_jpg.rf.99de11cb5727748bd3eae3afe7b415e6.txt,09ede6181b460653022641840558beeb82625fc28c48f9c47276990766c88dd4,2903187061c0c283,reviewed-scene-penguin-rock-pool,768,1024,puffin,3,train,included
datasets/raw/aquarium/export/train/images/IMG_2285_jpeg_jpg.rf.4a93d99b9f0b6cccfb27bf2f4a13b99e.jpg,datasets/raw/aquarium/export/train/labels/IMG_2285_jpeg_jpg.rf.4a93d99b9f0b6cccfb27bf2f4a13b99e.txt,dbc2741749739bb48dea3e04cb81b345c60f47e63dd1460bece14c5140ee0257,0d3e6258930c0060,reviewed-scene-penguin-rock-pool,768,1024,puffin,3,train,included
datasets/raw/aquarium/export/train/images/IMG_2286_jpeg_jpg.rf.bbcb2046dedb8e1fb3a9519848c1a4c2.jpg,datasets/raw/aquarium/export/train/labels/IMG_2286_jpeg_jpg.rf.bbcb2046dedb8e1fb3a9519848c1a4c2.txt,779723cadb7de69f30884aa90fd4074d8a5c731a1ba98b80cfb032e32b38a6f2,6e667c3061e06161,reviewed-scene-penguin-rock-pool,768,1024,puffin,4,train,included
datasets/raw/aquarium/export/train/images/IMG_2287_jpeg_jpg.rf.cce12b7bb4e49aa145398504aef84c99.jpg,datasets/raw/aquarium/export/train/labels/IMG_2287_jpeg_jpg.rf.cce12b7bb4e49aa145398504aef84c99.txt,dcda55bd1ca02d79155e86d6ef600f80983e1bc5f35b69f69fcbbe1ce4dfa19a,6193f3f3eb9ffcdc,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2290_jpeg_jpg.rf.3698fd48defd03b2550f7ba8b68314ee.jpg,datasets/raw/aquarium/export/train/labels/IMG_2290_jpeg_jpg.rf.3698fd48defd03b2550f7ba8b68314ee.txt,04f0c10b34781cd9202a37aff65e4e5c15ee9b2226270bab2636a8ebafe58193,f5e4665b19619337,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2291_jpeg_jpg.rf.78e908bd2cc12eafc40a5bf3101b8b39.jpg,datasets/raw/aquarium/export/train/labels/IMG_2291_jpeg_jpg.rf.78e908bd2cc12eafc40a5bf3101b8b39.txt,583ef0f308a54c700e57aae6ebd8c6fa7149fc94045b0184fe9757c8577b3198,643665752e8fb071,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2292_jpeg_jpg.rf.122a0051d4d65d8651089a2ebbc2ed85.jpg,datasets/raw/aquarium/export/train/labels/IMG_2292_jpeg_jpg.rf.122a0051d4d65d8651089a2ebbc2ed85.txt,fd84ea28fef44b01800914f267ed972315682c0d16c4b5c73953c8eec969671d,607221f633cf9030,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2293_jpeg_jpg.rf.0a25194b094d64e91068eaa7fcaf4feb.jpg,datasets/raw/aquarium/export/train/labels/IMG_2293_jpeg_jpg.rf.0a25194b094d64e91068eaa7fcaf4feb.txt,78c202239dc535f046f0240532adcb109f3ddae4af986f0935233e23b82c7cfb,03f07de1e79c33e3,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2294_jpeg_jpg.rf.be432d5740148075ba72a4194c788a0c.jpg,datasets/raw/aquarium/export/train/labels/IMG_2294_jpeg_jpg.rf.be432d5740148075ba72a4194c788a0c.txt,21cc95e601818ea5101cd5121cd511efe4d9909308466d95edf17783f65ed209,34b7a90f07838302,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2295_jpeg_jpg.rf.498a525f58666743ef5d65b7f6438adc.jpg,datasets/raw/aquarium/export/train/labels/IMG_2295_jpeg_jpg.rf.498a525f58666743ef5d65b7f6438adc.txt,4e168ab9984109fa542d2583465bcbaa5a02dfd88c754a0911b88bb5394179cc,068c091e1e0e080f,reviewed-scene-penguin-rock-pool,768,1024,puffin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2296_jpeg_jpg.rf.56a86afeeeb9a6c12746f77b7346ff19.jpg,datasets/raw/aquarium/export/train/labels/IMG_2296_jpeg_jpg.rf.56a86afeeeb9a6c12746f77b7346ff19.txt,8c951abc6b89f048d1bb997ca4a3fc523a1eaeecf6af004c027a2c253744a634,7f33f29e1764a526,reviewed-scene-penguin-rock-pool,768,1024,puffin,2,train,included
datasets/raw/aquarium/export/train/images/IMG_2298_jpeg_jpg.rf.45a350037d7622eacf2a1a188b28fb54.jpg,datasets/raw/aquarium/export/train/labels/IMG_2298_jpeg_jpg.rf.45a350037d7622eacf2a1a188b28fb54.txt,204a47fc7f4dae70810b5ad015dbb7581c2b0002f91350349f6ccf292598514c,3410e050d0730305,reviewed-scene-penguin-rock-pool,768,1024,puffin,9,train,included
datasets/raw/aquarium/export/train/images/IMG_2299_jpeg_jpg.rf.19c4728e89a506c9a7dcbb2509d6a134.jpg,datasets/raw/aquarium/export/train/labels/IMG_2299_jpeg_jpg.rf.19c4728e89a506c9a7dcbb2509d6a134.txt,4f89f1505f8768134a222bacb0c574e6d5cc701b5da4073f82c249afd6a8d6ea,9a8af41a18313103,reviewed-scene-penguin-rock-pool,768,1024,puffin,8,train,included
datasets/raw/aquarium/export/train/images/IMG_2302_jpeg_jpg.rf.aa8d7da0c33370589f2b441c7ca26450.jpg,datasets/raw/aquarium/export/train/labels/IMG_2302_jpeg_jpg.rf.aa8d7da0c33370589f2b441c7ca26450.txt,d4887791b2a5520b6b81da4d2d797b93334cc72c69e0be4a3a5469009f853760,5068c8424c604cc4,reviewed-scene-penguin-rock-pool,768,1024,penguin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2303_jpeg_jpg.rf.0c70be2d073ae94feeb463b79babaab8.jpg,datasets/raw/aquarium/export/train/labels/IMG_2303_jpeg_jpg.rf.0c70be2d073ae94feeb463b79babaab8.txt,0d8f58843b7bd2582fc06d808e8bfee8e058cd428f337d4c0194da415b797bd2,c08bce5ce0202001,reviewed-scene-penguin-rock-pool,768,1024,penguin,4,train,included
datasets/raw/aquarium/export/train/images/IMG_2304_jpeg_jpg.rf.87ed7625b3869f06caf5a9ca5720f3f4.jpg,datasets/raw/aquarium/export/train/labels/IMG_2304_jpeg_jpg.rf.87ed7625b3869f06caf5a9ca5720f3f4.txt,30982f071895f1947d0748be675a8df4f9050452eb779f653f648fc19e575f80,6b534d331b061c39,reviewed-scene-penguin-rock-pool,768,1024,penguin,5,train,included
datasets/raw/aquarium/export/train/images/IMG_2306_jpeg_jpg.rf.9bba6ce48724517b19474b85178391c1.jpg,datasets/raw/aquarium/export/train/labels/IMG_2306_jpeg_jpg.rf.9bba6ce48724517b19474b85178391c1.txt,ae364a91eba1d057acece1ebfdab8d22b25032e3236a7124b8bf0855466aa328,6060a0b097f06020,reviewed-scene-penguin-rock-pool,768,1024,penguin,12,train,included
datasets/raw/aquarium/export/train/images/IMG_2307_jpeg_jpg.rf.cdea03288eac0ee043c709d25aae71a7.jpg,datasets/raw/aquarium/export/train/labels/IMG_2307_jpeg_jpg.rf.cdea03288eac0ee043c709d25aae71a7.txt,5d94fe24876b64be783041e40c5f19aa34b638f78dccb119dc9f1e90dd509c87,0444141f9094fefc,reviewed-scene-penguin-rock-pool,768,1024,penguin,17,train,included
datasets/raw/aquarium/export/train/images/IMG_2308_jpeg_jpg.rf.7f5bc9634b415d515784dc7ae7a83532.jpg,datasets/raw/aquarium/export/train/labels/IMG_2308_jpeg_jpg.rf.7f5bc9634b415d515784dc7ae7a83532.txt,caa5af005f93480d28f325689fdb4efe2ce7d190b318b6b3f9742cc1f180d386,87e776866ef7ffef,reviewed-scene-penguin-rock-pool,768,1024,penguin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2309_jpeg_jpg.rf.088f73ff0b07c30ce6212eb4e3013708.jpg,datasets/raw/aquarium/export/train/labels/IMG_2309_jpeg_jpg.rf.088f73ff0b07c30ce6212eb4e3013708.txt,ef1bac0a0f01436f337e8134bbb815a4999ce3228c73d6535aafb8d39895b39b,6278bc697078bddf,reviewed-scene-penguin-rock-pool,768,1024,penguin,1,train,included
datasets/raw/aquarium/export/train/images/IMG_2310_jpeg_jpg.rf.89adac79fea2745dae17668703c85ba2.jpg,datasets/raw/aquarium/export/train/labels/IMG_2310_jpeg_jpg.rf.89adac79fea2745dae17668703c85ba2.txt,51ecbc0ccbedadb44cf75bcb5b243b18d10476f3ff44025414f24fb848b392df,379393574c713a3c,reviewed-scene-penguin-rock-pool,768,1024,penguin,1,train,included
